country,year,greenhouse_gas_emissions,renewables_share_energy,solar_electricity,wind_electricity,hydro_electricity
North America,2022,2086.7099609375,13.03616428375244,237.32000732421875,499.91998291015625,716.1099853515625
North Macedonia,2014,4.03000020980835,11.856857299804688,0.0099999997764825,0.0700000002980232,1.2100000381469729
North Macedonia,2015,3.569999933242798,17.672855377197266,0.0199999995529651,0.1199999973177909,1.870000004768372
North Macedonia,2016,3.3399999141693115,17.240671157836914,0.0199999995529651,0.1099999994039535,1.899999976158142
North Macedonia,2017,3.950000047683716,11.200620651245115,0.0199999995529651,0.1099999994039535,1.1100000143051147
North Macedonia,2018,3.3399999141693115,16.350788116455078,0.0199999995529651,0.1000000014901161,1.7899999618530271
North Macedonia,2019,4.110000133514404,10.902691841125488,0.0199999995529651,0.1000000014901161,1.159999966621399
North Macedonia,2020,3.3299999237060547,13.396245956420898,0.0199999995529651,0.1199999973177909,1.2799999713897705
North Macedonia,2021,3.109999895095825,14.34812355041504,0.050000000745058,0.1000000014901161,1.4500000476837158
North Macedonia,2022,3.7100000381469727,13.052943229675291,0.1000000014901161,0.1099999994039535,1.350000023841858
North Macedonia,2023,3.920000076293945,16.8327693939209,0.3600000143051147,0.1800000071525573,1.6200000047683716
North Macedonia,2024,3.299999952316284,16.037403106689453,0.3199999928474426,0.1899999976158142,1.340000033378601
Norway,2000,3.670000076293945,70.79300689697266,0.0,0.0299999993294477,141.82000732421875
Norway,2001,3.259999990463257,66.99763488769531,0.0,0.0299999993294477,120.45999908447266
Norway,2002,3.450000047683716,68.32398986816406,0.0,0.0799999982118606,129.3699951171875
Norway,2003,2.9600000381469727,62.65043258666992,0.0,0.2199999988079071,105.4800033569336
Norway,2004,3.069999933242798,63.412933349609375,0.0,0.25,108.77999877929688
Norway,2005,3.700000047683716,68.68452453613281,0.0,0.5,135.69000244140625
Norway,2006,3.380000114440918,65.661865234375,0.0,0.6399999856948853,119.37000274658205
Norway,2007,3.890000104904175,67.79772186279297,0.0,0.8899999856948853,133.66000366210938
Norway,2008,3.880000114440918,69.31732940673828,0.0,0.9100000262260436,139.0399932861328
Norway,2009,5.119999885559082,67.62751770019531,0.0,0.9700000286102296,125.27999877929688
Norway,2010,5.28000020980835,64.62947845458984,0.0,0.8700000047683716,116.73999786376952
Norway,2011,4.829999923706055,65.62393188476562,0.0,1.2899999618530271,120.27999877929688
Norway,2012,4.699999809265137,69.20228576660156,0.0,1.5399999618530271,141.72000122070312
Norway,2013,4.519999980926514,66.8734359741211,0.0,1.8799999952316284,128.13999938964844
